Day,DD,MMM,YYYY,   Sales  ,   %Chg
Tue, 9,Jan,2018,  36872150,  -24.7
Fri, 5,Jan,2018,  48995782,  +52.8
Tue, 2,Jan,2018,  32063846,  -45.1
Fri,29,Dec,2017,  58400002,  +84.1
Tue,26,Dec,2017,  31730200,  -39.9
Fri,22,Dec,2017,  52767727,   -9.8
Tue,19,Dec,2017,  58502723,  -18.5
Fri,15,Dec,2017,  71777263,  +33.1
Tue,12,Dec,2017,  53927592,  -15.5
Fri, 8,Dec,2017,  63802103,  +32.9
Tue, 5,Dec,2017,  48012341,  -19.2
Fri, 1,Dec,2017,  59454221,  +40.0
Tue,28,Nov,2017,  42477656,  -23.9
Fri,24,Nov,2017,  55852301,  +44.3
Tue,21,Nov,2017,  38699238,  -28.9
Fri,17,Nov,2017,  54424586,  +51.1
Tue,14,Nov,2017,  36019661,  -31.3
Fri,10,Nov,2017,  52423351,  +48.8
Tue, 7,Nov,2017,  35221957,  -26.8
Fri, 3,Nov,2017,  48106379,  +40.3
Tue,31,Oct,2017,  34278913,  -28.3
Fri,27,Oct,2017,  47807162,  +18.0
Tue,24,Oct,2017,  40519016,  -26.1
Fri,20,Oct,2017,  54816456,  +43.2
Tue,17,Oct,2017,  38276455,  -42.4
Fri,13,Oct,2017,  66495762,  +74.3
Tue,10,Oct,2017,  38139517,  -68.2
Fri, 6,Oct,2017, 120003558,  +22.5
Tue, 3,Oct,2017,  97979161,   -2.2
Fri,29,Sep,2017, 100144727,  +41.1
Tue,26,Sep,2017,  70998122,  -17.6
Fri,22,Sep,2017,  86188913,  +37.5
Tue,19,Sep,2017,  62697585,  -33.9
Fri,15,Sep,2017,  94883433, +154.9
Tue,12,Sep,2017,  37221319,  -23.4
Fri, 8,Sep,2017,  48571184,  +46.8
Tue, 5,Sep,2017,  33089651,  -30.9
Fri, 1,Sep,2017,  47871823,  +46.6
Tue,29,Aug,2017,  32659440,  -29.7
Fri,25,Aug,2017,  46483129,  +28.5
Tue,22,Aug,2017,  36185729,  -24.7
Fri,18,Aug,2017,  48038279,  +57.1
Tue,15,Aug,2017,  30577404,  -33.1
Fri,11,Aug,2017,  45714168,  +31.2
Tue, 8,Aug,2017,  34844789,  -26.0
Fri, 4,Aug,2017,  47058676,  +45.6
Tue, 1,Aug,2017,  32329830,  -38.3
Fri,28,Jul,2017,  52386348,  +46.4
Tue,25,Jul,2017,  35780356,  -25.0
Fri,21,Jul,2017,  47706993,  +43.4
Tue,18,Jul,2017,  33279015,  -25.3
Fri,14,Jul,2017,  44558018,  +33.4
Tue,11,Jul,2017,  33406521,  -32.0
Fri, 7,Jul,2017,  49105625,  +45.2
Tue, 4,Jul,2017,  33812645,  -59.3
Fri,30,Jun,2017,  83170005,  +96.9
Tue,27,Jun,2017,  42245303,  -21.0
Fri,23,Jun,2017,  53487663,  +41.8
Tue,20,Jun,2017,  37716154,  -24.4
Fri,16,Jun,2017,  49857736,  +37.3
Tue,13,Jun,2017,  36307641,  -26.9
Fri, 9,Jun,2017,  49659572,  +44.7
Tue, 6,Jun,2017,  34324989,  -62.0
Fri, 2,Jun,2017,  90277070,  +40.9
Tue,30,May,2017,  64064166,  -15.2
Fri,26,May,2017,  75577708,  +29.3
Tue,23,May,2017,  58448280,  -17.0
Fri,19,May,2017,  70441660,  +45.1
Tue,16,May,2017,  48559511,  -18.1
Fri,12,May,2017,  59292902,  +44.3
Tue, 9,May,2017,  41102401,  -22.7
Fri, 5,May,2017,  53198136,  +57.1
Tue, 2,May,2017,  33867144,  -31.8
Fri,28,Apr,2017,  49665963,  +46.6
Tue,25,Apr,2017,  33879345,  -23.2
Fri,21,Apr,2017,  44118297,  +48.8
Tue,18,Apr,2017,  29646765,  -29.4
Fri,14,Apr,2017,  41990323,   -1.1
Tue,11,Apr,2017,  42469068,  -20.8
Fri, 7,Apr,2017,  53602954,  +38.1
Tue, 4,Apr,2017,  38815303,  -23.3
Fri,31,Mar,2017,  50603404,  +43.8
Tue,28,Mar,2017,  35189120,  -25.0
Fri,24,Mar,2017,  46913486,  +43.1
Tue,21,Mar,2017,  32774493,  -28.1
Fri,17,Mar,2017,  45567415,   +5.2
Tue,14,Mar,2017,  43308809,  -23.9
Fri,10,Mar,2017,  56928407,  +45.4
Tue, 7,Mar,2017,  39160784,  -23.4
Fri, 3,Mar,2017,  51114788,  +51.3
Tue,28,Feb,2017,  33789459,  -27.2
Fri,24,Feb,2017,  46402645,  +48.5
Tue,21,Feb,2017,  31245095,  -30.5
Fri,17,Feb,2017,  44987395,  +22.4
Tue,14,Feb,2017,  36750157,  -24.1
Fri,10,Feb,2017,  48428113,  +43.8
Tue, 7,Feb,2017,  33680421,  -30.6
Fri, 3,Feb,2017,  48525879,  +37.4
Tue,31,Jan,2017,  35320576,  -24.1
Fri,27,Jan,2017,  46536379,   +1.0
Tue,24,Jan,2017,  46062204,  -21.7
Fri,20,Jan,2017,  58848184,  +40.6
Tue,17,Jan,2017,  41857690,  -32.6
Fri,13,Jan,2017,  62072885,  +67.6
Tue,10,Jan,2017,  37038561,  -20.9
Fri, 6,Jan,2017,  46851392,  +42.1
Tue, 3,Jan,2017,  32967296,  -33.1
Fri,30,Dec,2016,  49286754,  +51.3
Tue,27,Dec,2016,  32579553,  -37.5
Fri,23,Dec,2016,  52109040,  +30.0
Tue,20,Dec,2016,  40075128,  -21.7
Fri,16,Dec,2016,  51166631,  +45.2
Tue,13,Dec,2016,  35236501,  -25.1
Fri, 9,Dec,2016,  47072026,  +48.4
Tue, 6,Dec,2016,  31716791,  -34.1
Fri, 2,Dec,2016,  48104772,  +47.3
Tue,29,Nov,2016,  32666670,  -39.8
Fri,25,Nov,2016,  54255100,  +48.5
Tue,22,Nov,2016,  36532667,  -26.4
Fri,18,Nov,2016,  49655757,  +44.0
Tue,15,Nov,2016,  34475620,  -26.8
Fri,11,Nov,2016,  47127288,  +23.5
Tue, 8,Nov,2016,  38172573,  -29.4
Fri, 4,Nov,2016,  54032937,  +60.2
Tue, 1,Nov,2016,  33719838,  -53.5
Fri,28,Oct,2016,  72535638,  +71.3
Tue,25,Oct,2016,  42350471,  -23.4
Fri,21,Oct,2016,  55309888,  +41.4
Tue,18,Oct,2016,  39106662,  -33.7
Fri,14,Oct,2016,  59017984,  -30.4
Tue,11,Oct,2016,  84831239,  -13.7
Fri, 7,Oct,2016,  98334429,  +39.6
Tue, 4,Oct,2016,  70457205,  -33.9
Fri,30,Sep,2016, 106633158, +177.4
Tue,27,Sep,2016,  38443084,  -19.9
Fri,23,Sep,2016,  47969093,  +50.0
Tue,20,Sep,2016,  31976819,  -36.2
Fri,16,Sep,2016,  50147072,  +45.5
Tue,13,Sep,2016,  34466938,  -26.9
Fri, 9,Sep,2016,  47137286,  +50.9
Tue, 6,Sep,2016,  31243478,  -35.0
Fri, 2,Sep,2016,  48087192,  +43.9
Tue,30,Aug,2016,  33428329,  -28.3
Fri,26,Aug,2016,  46639506,  +48.0
Tue,23,Aug,2016,  31507971,  -38.5
Fri,19,Aug,2016,  51233555,  +50.3
Tue,16,Aug,2016,  34078798,  -30.2
Fri,12,Aug,2016,  48829716,  +43.8
Tue, 9,Aug,2016,  33953177,  -26.7
Fri, 5,Aug,2016,  46339344,  +48.6
Tue, 2,Aug,2016,  31184945,  -44.5
Fri,29,Jul,2016,  56172149,  +49.9
Tue,26,Jul,2016,  37476006,  -22.8
Fri,22,Jul,2016,  48567757,  +43.0
Tue,19,Jul,2016,  33958961,  -26.9
Fri,15,Jul,2016,  46479906,  +41.4
Tue,12,Jul,2016,  32882236,  -29.4
Fri, 8,Jul,2016,  46572065,  +47.3
Tue, 5,Jul,2016,  31623428,  -31.9
Fri, 1,Jul,2016,  46419979,  +51.3
Tue,28,Jun,2016,  30683046,  -35.4
Fri,24,Jun,2016,  47474740,  +53.2
Tue,21,Jun,2016,  30984973,  -29.4
Fri,17,Jun,2016,  43892233,  +42.5
Tue,14,Jun,2016,  30796667,  -48.2
Fri,10,Jun,2016,  59457841,  +45.4
Tue, 7,Jun,2016,  40882207,  -19.9
Fri, 3,Jun,2016,  51030035,  +47.2
Tue,31,May,2016,  34666778,  -26.5
Fri,27,May,2016,  47155457,  +48.8
Tue,24,May,2016,  31682960,  -29.1
Fri,20,May,2016,  44717913,  +46.8
Tue,17,May,2016,  30465453,  -40.1
Fri,13,May,2016,  50890017,  +27.1
Tue,10,May,2016,  40024266,  -20.5
Fri, 6,May,2016,  50367682,  +42.0
Tue, 3,May,2016,  35473246,  -29.1
Fri,29,Apr,2016,  50047992,  +53.5
Tue,26,Apr,2016,  32611500,  -27.5
Fri,22,Apr,2016,  45002031,  +43.0
Tue,19,Apr,2016,  31466284,  -29.2
Fri,15,Apr,2016,  44436364,  +15.1
Tue,12,Apr,2016,  38619395,  -26.2
Fri, 8,Apr,2016,  52363805,  +47.2
Tue, 5,Apr,2016,  35577792,  -26.4
Fri, 1,Apr,2016,  48320741,  +59.4
Tue,29,Mar,2016,  30309533,  -31.9
Fri,25,Mar,2016,  44507651,  +45.8
Tue,22,Mar,2016,  30517365,  -39.4
Fri,18,Mar,2016,  50397564,  +42.9
Tue,15,Mar,2016,  35264560,  -27.9
Fri,11,Mar,2016,  48894715,  +44.8
Tue, 8,Mar,2016,  33778237,  -30.9
Fri, 4,Mar,2016,  48892141,  +48.8
Tue, 1,Mar,2016,  32866255,  -31.4
Fri,26,Feb,2016,  47916904,  +42.8
Tue,23,Feb,2016,  33565083,  -27.1
Fri,19,Feb,2016,  46061515,  +46.0
Tue,16,Feb,2016,  31559400,  -35.7
Fri,12,Feb,2016,  49045830,  +46.3
Tue, 9,Feb,2016,  33534065,  -32.8
Fri, 5,Feb,2016,  49907018,  +41.0
Tue, 2,Feb,2016,  35397100,  -54.4
Fri,29,Jan,2016,  77698288,  +47.2
Tue,26,Jan,2016,  52769828,  -19.3
Fri,22,Jan,2016,  65357356,  +48.7
Tue,19,Jan,2016,  43965630,  -24.9
Fri,15,Jan,2016,  58511728,  +49.4
Tue,12,Jan,2016,  39160928,  -27.6
Fri, 8,Jan,2016,  54066838,  +51.1
Tue, 5,Jan,2016,  35784287,  -21.1
Fri, 1,Jan,2016,  45378646,  +32.1
Tue,29,Dec,2015,  34354725,  -24.9
Fri,25,Dec,2015,  45764631,  +33.7
Tue,22,Dec,2015,  34241499,  -38.4
Fri,18,Dec,2015,  55545615,  +45.9
Tue,15,Dec,2015,  38064281,  -24.8
Fri,11,Dec,2015,  50644799,  +55.6
Tue, 8,Dec,2015,  32547824,  -32.8
Fri, 4,Dec,2015,  48398685,  +49.5
Tue, 1,Dec,2015,  32381842,  -34.3
Fri,27,Nov,2015,  49288467,  +54.6
Tue,24,Nov,2015,  31881175,  -61.7
Fri,20,Nov,2015,  83210434,  +38.4
Tue,17,Nov,2015,  60125284,  -27.8
Fri,13,Nov,2015,  83291903,  +56.5
Tue,10,Nov,2015,  53222978,  -31.9
Fri, 6,Nov,2015,  78097708, +134.6
Tue, 3,Nov,2015,  33293296,  -27.5
Fri,30,Oct,2015,  45905620,  +53.6
Tue,27,Oct,2015,  29877958,  -28.9
Fri,23,Oct,2015,  41993736,  +45.6
Tue,20,Oct,2015,  28838304,  -30.1
Fri,16,Oct,2015,  41234194,  +36.2
Tue,13,Oct,2015,  30267541,  -30.4
Fri, 9,Oct,2015,  43507487,  +51.9
Tue, 6,Oct,2015,  28651269,  -36.2
Fri, 2,Oct,2015,  44887256,  +46.3
Tue,29,Sep,2015,  30675494,  -35.6
Fri,25,Sep,2015,  47613584,  +58.3
Tue,22,Sep,2015,  30079713,  -29.7
Fri,18,Sep,2015,  42791566,  +45.6
Tue,15,Sep,2015,  29386256,  -28.2
Fri,11,Sep,2015,  40903667,  +37.0
Tue, 8,Sep,2015,  29846031,  -30.4
Fri, 4,Sep,2015,  42877490,  +53.1
Tue, 1,Sep,2015,  27999714,  -34.7
Fri,28,Aug,2015,  42889368,  +44.0
Tue,25,Aug,2015,  29787363,  -26.8
Fri,21,Aug,2015,  40674801,  +52.8
Tue,18,Aug,2015,  26623883,  -37.8
Fri,14,Aug,2015,  42792508,  +47.1
Tue,11,Aug,2015,  29087318,  -27.7
Fri, 7,Aug,2015,  40230438,  +50.6
Tue, 4,Aug,2015,  26721997,  -38.9
Fri,31,Jul,2015,  43751183,  +60.9
Tue,28,Jul,2015,  27190455,  -36.8
Fri,24,Jul,2015,  43021413,  +49.5
Tue,21,Jul,2015,  28772575,  -28.2
Fri,17,Jul,2015,  40063013,  +50.0
Tue,14,Jul,2015,  26700075,  -40.1
Fri,10,Jul,2015,  44556883,  +49.7
Tue, 7,Jul,2015,  29768144,  -29.0
Fri, 3,Jul,2015,  41910462,  +50.8
Tue,30,Jun,2015,  27782881,  -39.1
Fri,26,Jun,2015,  45588142,  +61.9
Tue,23,Jun,2015,  28165090,  -36.0
Fri,19,Jun,2015,  43999806,  +45.8
Tue,16,Jun,2015,  30186705,  -60.8
Fri,12,Jun,2015,  77087931,  +38.5
Tue, 9,Jun,2015,  55662425,  -30.7
Fri, 5,Jun,2015,  80297063, +159.2
Tue, 2,Jun,2015,  30981892,  -31.0
Fri,29,May,2015,  44903627,  +55.3
Tue,26,May,2015,  28916055,  -32.7
Fri,22,May,2015,  42948995,  +47.0
Tue,19,May,2015,  29209108,  -28.7
Fri,15,May,2015,  40994056,  +26.8
Tue,12,May,2015,  32320306,  -28.2
Fri, 8,May,2015,  44996284,  +43.6
Tue, 5,May,2015,  31324137,  -24.5
Fri, 1,May,2015,  41496332,  +44.3
Tue,28,Apr,2015,  28765954,  -44.9
Fri,24,Apr,2015,  52212965,  +55.8
Tue,21,Apr,2015,  33503009,  -25.1
Fri,17,Apr,2015,  44756511,  +48.3
Tue,14,Apr,2015,  30173704,  -29.9
Fri,10,Apr,2015,  43052850,  +46.1
Tue, 7,Apr,2015,  29468058,  -32.9
Fri, 3,Apr,2015,  43899853,  +14.1
Tue,31,Mar,2015,  38487028,  -30.9
Fri,27,Mar,2015,  55686595,  +60.1
Tue,24,Mar,2015,  34783227,  -29.1
Fri,20,Mar,2015,  49054150,  +49.5
Tue,17,Mar,2015,  32812433,  -39.6
Fri,13,Mar,2015,  54354756,  +77.1
Tue,10,Mar,2015,  30698699,  -64.0
Fri, 6,Mar,2015,  85281690, +102.3
Tue, 3,Mar,2015,  42157093,  -28.1
Fri,27,Feb,2015,  58637704,  +65.4
Tue,24,Feb,2015,  35447542,  -28.3
Fri,20,Feb,2015,  49464715,  +50.1
Tue,17,Feb,2015,  32964519,  -39.0
Fri,13,Feb,2015,  54039721,  +75.1
Tue,10,Feb,2015,  30866484,  -29.3
Fri, 6,Feb,2015,  43655474,  +42.3
Tue, 3,Feb,2015,  30687586,  -36.6
Fri,30,Jan,2015,  48415993,  +54.0
Tue,27,Jan,2015,  31439329,  -29.3
Fri,23,Jan,2015,  44447427,  +32.3
Tue,20,Jan,2015,  33603759,  -32.9
Fri,16,Jan,2015,  50102374,  +46.6
Tue,13,Jan,2015,  34171423,  -30.7
Fri, 9,Jan,2015,  49329486,  +52.8
Tue, 6,Jan,2015,  32275503,  -26.0
Fri, 2,Jan,2015,  43637857,  +21.6
Tue,30,Dec,2014,  35876223,  -28.5
Fri,26,Dec,2014,  50142820,  +37.2
Tue,23,Dec,2014,  36546511,  -23.8
Fri,19,Dec,2014,  47978222,  +30.3
Tue,16,Dec,2014,  36815807,  -28.2
Fri,12,Dec,2014,  51296280,  +52.2
Tue, 9,Dec,2014,  33701733,  -32.5
Fri, 5,Dec,2014,  49955121,  +15.5
Tue, 2,Dec,2014,  43260249,  -33.4
Fri,28,Nov,2014,  64931845,  +60.4
Tue,25,Nov,2014,  40486261,  -23.2
Fri,21,Nov,2014,  52689076,  +48.1
Tue,18,Nov,2014,  35585037,  -31.0
Fri,14,Nov,2014,  51544049,  +60.9
Tue,11,Nov,2014,  32032602,  -39.5
Fri, 7,Nov,2014,  52928041,  +49.6
Tue, 4,Nov,2014,  35371353,  -39.1
Fri,31,Oct,2014,  58127888,  +58.8
Tue,28,Oct,2014,  36611443,  -69.2
Fri,24,Oct,2014, 119056328,  +35.7
Tue,21,Oct,2014,  87736154,  -13.2
Fri,17,Oct,2014, 101053366,  +43.3
Tue,14,Oct,2014,  70503366,  -17.3
Fri,10,Oct,2014,  85266437,  +42.9
Tue, 7,Oct,2014,  59655684,  -31.6
Fri, 3,Oct,2014,  87171695, +149.9
Tue,30,Sep,2014,  34889141,  -33.7
Fri,26,Sep,2014,  52594216,  +50.1
Tue,23,Sep,2014,  35049479,  -41.3
Fri,19,Sep,2014,  59718209,  +42.7
Tue,16,Sep,2014,  41835995,  -24.6
Fri,12,Sep,2014,  55494150,  +47.7
Tue, 9,Sep,2014,  37564543,  -24.0
Fri, 5,Sep,2014,  49459368,  +46.5
Tue, 2,Sep,2014,  33767292,  -28.4
Fri,29,Aug,2014,  47162884,  +49.6
Tue,26,Aug,2014,  31523819,  -29.6
Fri,22,Aug,2014,  44755483,  +21.4
Tue,19,Aug,2014,  36870806,  -19.9
Fri,15,Aug,2014,  46041677,  +35.2
Tue,12,Aug,2014,  34042347,  -28.2
Fri, 8,Aug,2014,  47386099,  +47.8
Tue, 5,Aug,2014,  32063410,  -29.0
Fri, 1,Aug,2014,  45178529,  +33.9
Tue,29,Jul,2014,  33734264,  -27.8
Fri,25,Jul,2014,  46719185,  +47.7
Tue,22,Jul,2014,  31638166,  -30.0
Fri,18,Jul,2014,  45208226,  +16.8
Tue,15,Jul,2014,  38696300,  -27.8
Fri,11,Jul,2014,  53568044,  +48.2
Tue, 8,Jul,2014,  36143373,  -29.1
Fri, 4,Jul,2014,  50970664,  +47.6
Tue, 1,Jul,2014,  34526647,  -29.9
Fri,27,Jun,2014,  49279449,  +57.6
Tue,24,Jun,2014,  31272176,  -37.3
Fri,20,Jun,2014,  49836984,  +47.1
Tue,17,Jun,2014,  33883589,  -63.6
Fri,13,Jun,2014,  93211818,  +56.9
Tue,10,Jun,2014,  59391041,  -34.8
Fri, 6,Jun,2014,  91076501,  +78.1
Tue, 3,Jun,2014,  51141261,  -15.3
Fri,30,May,2014,  60377336,  +54.7
Tue,27,May,2014,  39026208,  -27.3
Fri,23,May,2014,  53693684,  +49.7
Tue,20,May,2014,  35856049,  -30.3
Fri,16,May,2014,  51442313,  +47.3
Tue,13,May,2014,  34929014,  -29.8
Fri, 9,May,2014,  49730147,  +53.4
Tue, 6,May,2014,  32411740,  -49.7
Fri, 2,May,2014,  64399305,  +44.7
Tue,29,Apr,2014,  44498580,  -22.4
Fri,25,Apr,2014,  57371925,  +58.0
Tue,22,Apr,2014,  36309697,  -31.3
Fri,18,Apr,2014,  52871638,  +44.9
Tue,15,Apr,2014,  36497838,  -34.6
Fri,11,Apr,2014,  55804084,  +62.8
Tue, 8,Apr,2014,  34278780,  -32.4
Fri, 4,Apr,2014,  50716165,  +50.9
Tue, 1,Apr,2014,  33611421,  -37.0
Fri,28,Mar,2014,  53377602,  +56.5
Tue,25,Mar,2014,  34114068,  -37.8
Fri,21,Mar,2014,  54859513,  +54.2
Tue,18,Mar,2014,  35565949,  -60.2
Fri,14,Mar,2014,  89468215,  +40.2
Tue,11,Mar,2014,  63796675,  -32.2
Fri, 7,Mar,2014,  94091844, +173.6
Tue, 4,Mar,2014,  34388202,  -37.3
Fri,28,Feb,2014,  54815898,  +53.7
Tue,25,Feb,2014,  35664712,  -30.7
Fri,21,Feb,2014,  51466522,  +53.7
Tue,18,Feb,2014,  33477263,  -38.0
Fri,14,Feb,2014,  53987911,  +58.1
Tue,11,Feb,2014,  34150010,  -36.3
Fri, 7,Feb,2014,  53576005,  +52.9
Tue, 4,Feb,2014,  35044958,  -44.2
Fri,31,Jan,2014,  62799901,  +51.1
Tue,28,Jan,2014,  41575073,  -28.4
Fri,24,Jan,2014,  58076758,  +48.9
Tue,21,Jan,2014,  38997840,  -29.6
Fri,17,Jan,2014,  55376030,  +45.4
Tue,14,Jan,2014,  38093021,  -32.3
Fri,10,Jan,2014,  56273579,  -23.4
Tue, 7,Jan,2014,  73507810,   -7.0
Fri, 3,Jan,2014,  79003227,   +4.6
Tue,31,Dec,2013,  75555002,  +24.1
Fri,27,Dec,2013,  60874160,  +12.5
Tue,24,Dec,2013,  54114421,  -13.2
Fri,20,Dec,2013,  62370515,  +52.3
Tue,17,Dec,2013,  40942027,  -40.1
Fri,13,Dec,2013,  68305529,  +91.3
Tue,10,Dec,2013,  35697281,  -31.1
Fri, 6,Dec,2013,  51829836,  +57.7
Tue, 3,Dec,2013,  32866307,  -35.9
Fri,29,Nov,2013,  51293094,  +43.9
Tue,26,Nov,2013,  35654976,  -33.9
Fri,22,Nov,2013,  53975906,  +57.0
Tue,19,Nov,2013,  34376225,  -66.7
Fri,15,Nov,2013, 103353304, +205.6
Tue,12,Nov,2013,  33823804,  -33.3
Fri, 8,Nov,2013,  50684530,  +46.7
Tue, 5,Nov,2013,  34560771,  -26.8
Fri, 1,Nov,2013,  47190193,  +40.5
Tue,29,Oct,2013,  33584061,  -38.0
Fri,25,Oct,2013,  54203725,  +55.7
Tue,22,Oct,2013,  34808419,  -32.9
Fri,18,Oct,2013,  51879614,  +29.0
Tue,15,Oct,2013,  40201468,  -30.2
Fri,11,Oct,2013,  57609643,  +54.1
Tue, 8,Oct,2013,  37375132,  -32.0
Fri, 4,Oct,2013,  54988941,  +57.2
Tue, 1,Oct,2013,  34987244,  -44.0
Fri,27,Sep,2013,  62488885,  +52.7
Tue,24,Sep,2013,  40917156,  -30.3
Fri,20,Sep,2013,  58689545,  +53.6
Tue,17,Sep,2013,  38198926,  -42.7
Fri,13,Sep,2013,  66698802,  +88.0
Tue,10,Sep,2013,  35484130,  -36.5
Fri, 6,Sep,2013,  55917294,  +55.4
Tue, 3,Sep,2013,  35988928,  -36.6
Fri,30,Aug,2013,  56769608,  +53.9
Tue,27,Aug,2013,  36891398,  -50.6
Fri,23,Aug,2013,  74656143,  +53.7
Tue,20,Aug,2013,  48586113,  -21.7
Fri,16,Aug,2013,  62018548,  +42.1
Tue,13,Aug,2013,  43636044,  -28.1
Fri, 9,Aug,2013,  60656614,  +50.8
Tue, 6,Aug,2013,  40222511,  -29.6
Fri, 2,Aug,2013,  57153146,  +52.4
Tue,30,Jul,2013,  37512480,  -54.1
Fri,26,Jul,2013,  81757261, +130.9
Tue,23,Jul,2013,  35405972,  -34.8
Fri,19,Jul,2013,  54303846,  +41.1
Tue,16,Jul,2013,  38474146,  -31.1
Fri,12,Jul,2013,  55862131,  +37.6
Tue, 9,Jul,2013,  40607390,  -31.5
Fri, 5,Jul,2013,  59316792,  +51.4
Tue, 2,Jul,2013,  39186105,  -37.3
Fri,28,Jun,2013,  62541271,  -39.5
Tue,25,Jun,2013, 103361593,  -11.1
Fri,21,Jun,2013, 116248935,  +42.1
Tue,18,Jun,2013,  81802530,  -16.8
Fri,14,Jun,2013,  98343167,  +43.3
Tue,11,Jun,2013,  68633066,  -32.2
Fri, 7,Jun,2013, 101209916, +159.4
Tue, 4,Jun,2013,  39011218,  -38.6
Fri,31,May,2013,  63490576,  +19.7
Tue,28,May,2013,  53041988,  -27.7
Fri,24,May,2013,  73351667,  +62.0
Tue,21,May,2013,  45265629,  -29.9
Fri,17,May,2013,  64537773,  +53.9
Tue,14,May,2013,  41947588,  -26.6
Fri,10,May,2013,  57163168,  +54.5
Tue, 7,May,2013,  36993435,  -32.0
Fri, 3,May,2013,  54402098,  +52.7
Tue,30,Apr,2013,  35623524,  -36.9
Fri,26,Apr,2013,  56438674,  +56.9
Tue,23,Apr,2013,  35970045,  -34.8
Fri,19,Apr,2013,  55193390,  +54.4
Tue,16,Apr,2013,  35756448,  -40.5
Fri,12,Apr,2013,  60087568,  +62.1
Tue, 9,Apr,2013,  37073395,  -39.5
Fri, 5,Apr,2013,  61242673,  +66.1
Tue, 2,Apr,2013,  36870576,  -63.4
Fri,29,Mar,2013, 100702097,  +41.3
Tue,26,Mar,2013,  71263820,  -33.3
Fri,22,Mar,2013, 106786977, +186.9
Tue,19,Mar,2013,  37222823,  -33.7
Fri,15,Mar,2013,  56177092,  +56.9
Tue,12,Mar,2013,  35810951,  -43.4
Fri, 8,Mar,2013,  63235656,  +59.2
Tue, 5,Mar,2013,  39715593,  -32.6
Fri, 1,Mar,2013,  58882739,  +59.0
Tue,26,Feb,2013,  37021757,  -33.3
Fri,22,Feb,2013,  55478711,  +23.6
Tue,19,Feb,2013,  44871264,  -29.4
Fri,15,Feb,2013,  63519017,  +61.2
Tue,12,Feb,2013,  39398238,  -32.2
Fri, 8,Feb,2013,  58079917,  +53.9
Tue, 5,Feb,2013,  37728809,  -33.7
Fri, 1,Feb,2013,  56924777,  +59.3
Tue,29,Jan,2013,  35737962,  -40.8
Fri,25,Jan,2013,  60342632,  +59.7
Tue,22,Jan,2013,  37784846,  -33.4
Fri,18,Jan,2013,  56696784,  +57.5
Tue,15,Jan,2013,  35990266,  -40.6
Fri,11,Jan,2013,  60569432,  +58.7
Tue, 8,Jan,2013,  38163826,  -31.4
Fri, 4,Jan,2013,  55672203,   -2.7
Tue, 1,Jan,2013,  57211099,   -4.5
Fri,28,Dec,2012,  59922826,   +1.4
Tue,25,Dec,2012,  59074684,  -26.6
Fri,21,Dec,2012,  80443647,  +64.5
Tue,18,Dec,2012,  48894568,  -27.4
Fri,14,Dec,2012,  67306858,  +54.0
Tue,11,Dec,2012,  43703107,  -29.1
Fri, 7,Dec,2012,  61639032,  +50.6
Tue, 4,Dec,2012,  40924534,  -31.9
Fri,30,Nov,2012,  60098312,  +59.1
Tue,27,Nov,2012,  37777529,  -33.4
Fri,23,Nov,2012,  56751336,  +45.3
Tue,20,Nov,2012,  39051480,  -35.1
