Day,DD,MMM,YYYY,   Sales  ,   %Chg
Fri,16,Nov,2012,  60129023,  -29.3
Tue,13,Nov,2012,  85005491,  -15.9
Fri, 9,Nov,2012, 101075619,  +48.8
Tue, 6,Nov,2012,  67929009,  -18.5
Fri, 2,Nov,2012,  83313433,  +48.9
Tue,30,Oct,2012,  55965055,  -23.5
Fri,26,Oct,2012,  73181128,  +59.6
Tue,23,Oct,2012,  45855523,  -31.4
Fri,19,Oct,2012,  66799306,  +62.4
Tue,16,Oct,2012,  41133170,  -33.1
Fri,12,Oct,2012,  61515146,  +61.2
Tue, 9,Oct,2012,  38167891,  -36.3
Fri, 5,Oct,2012,  59922862,  +66.0
Tue, 2,Oct,2012,  36106459,  -63.2
Fri,28,Sep,2012,  98048001, +163.4
Tue,25,Sep,2012,  37217684,  -35.4
Fri,21,Sep,2012,  57618404,  +67.6
Tue,18,Sep,2012,  34378029,  -41.3
Fri,14,Sep,2012,  58577405,  +66.7
Tue,11,Sep,2012,  35143113,  -43.6
Fri, 7,Sep,2012,  62271600,  +59.8
Tue, 4,Sep,2012,  38975088,  -34.3
Fri,31,Aug,2012,  59341891,  +66.3
Tue,28,Aug,2012,  35690094,  -43.0
Fri,24,Aug,2012,  62570288,  +57.8
Tue,21,Aug,2012,  39646797,  -32.3
Fri,17,Aug,2012,  58601668,  +48.6
Tue,14,Aug,2012,  39427873,  -74.9
Fri,10,Aug,2012, 157204057,  +38.8
Tue, 7,Aug,2012, 113241606,   -0.8
Fri, 3,Aug,2012, 114180343,  +51.1
Tue,31,Jul,2012,  75575623,  -47.5
Fri,27,Jul,2012, 143853392, +172.9
Tue,24,Jul,2012,  52707302,  -29.9
Fri,20,Jul,2012,  75212316,  +64.2
Tue,17,Jul,2012,  45792583,  -39.4
Fri,13,Jul,2012,  75581986,  +85.1
Tue,10,Jul,2012,  40828697,  -32.5
Fri, 6,Jul,2012,  60503942,  +59.5
Tue, 3,Jul,2012,  37927916,  -34.0
Fri,29,Jun,2012,  57456653,  +66.6
Tue,26,Jun,2012,  34480446,  -37.3
Fri,22,Jun,2012,  55027213,  +60.3
Tue,19,Jun,2012,  34328352,  -42.4
Fri,15,Jun,2012,  59600627,  +62.5
Tue,12,Jun,2012,  36667823,  -68.5
Fri, 8,Jun,2012, 116517315,  +54.0
Tue, 5,Jun,2012,  75676881,  -21.0
Fri, 1,Jun,2012,  95851835,  +69.9
Tue,29,May,2012,  56424800,  -24.4
Fri,25,May,2012,  74654014,  +61.9
Tue,22,May,2012,  46121154,  -34.4
Fri,18,May,2012,  70356761,  +84.5
Tue,15,May,2012,  38144064,  -34.4
Fri,11,May,2012,  58121867,  +75.4
Tue, 8,May,2012,  33137624,  -40.5
Fri, 4,May,2012,  55659426,  +92.2
Tue, 1,May,2012,  28959472,  -50.8
Fri,27,Apr,2012,  58846297,  +68.3
Tue,24,Apr,2012,  34961829,  -38.2
Fri,20,Apr,2012,  56535841,  +73.9
Tue,17,Apr,2012,  32502210,  -55.8
Fri,13,Apr,2012,  73511660, +110.6
Tue,10,Apr,2012,  34912478,  -38.7
Fri, 6,Apr,2012,  56929860,  +62.8
Tue, 3,Apr,2012,  34962811,  -36.6
Fri,30,Mar,2012,  55132195,  +70.6
Tue,27,Mar,2012,  32319337,  -44.3
Fri,23,Mar,2012,  58006947,  +78.0
Tue,20,Mar,2012,  32583064,  -47.6
Fri,16,Mar,2012,  62135122,  +63.5
Tue,13,Mar,2012,  38013240,  -36.9
Fri, 9,Mar,2012,  60237505,  +75.5
Tue, 6,Mar,2012,  34327878,  -43.5
Fri, 2,Mar,2012,  60710825,  +72.5
Tue,28,Feb,2012,  35194615,  -49.0
Fri,24,Feb,2012,  68965662,  +73.5
Tue,21,Feb,2012,  39738263,  -35.9
Fri,17,Feb,2012,  61989414,  +60.8
Tue,14,Feb,2012,  38540306,  -34.9
Fri,10,Feb,2012,  59212442,  +39.7
Tue, 7,Feb,2012,  42381203,  -34.0
Fri, 3,Feb,2012,  64209086,  +73.1
Tue,31,Jan,2012,  37085267,  -39.3
Fri,27,Jan,2012,  61090361,  +80.0
Tue,24,Jan,2012,  33947790,  -47.3
Fri,20,Jan,2012,  64389804,  +69.9
Tue,17,Jan,2012,  37893180,  -48.5
Fri,13,Jan,2012,  73532368, +103.0
Tue,10,Jan,2012,  36226991,  -47.0
Fri, 6,Jan,2012,  68393431,  +62.4
Tue, 3,Jan,2012,  42114575,  -41.0
Fri,30,Dec,2011,  71397782,  +88.0
Tue,27,Dec,2011,  37982243,  -54.3
Fri,23,Dec,2011,  83041802, +131.8
Tue,20,Dec,2011,  35819870,  -44.6
Fri,16,Dec,2011,  64701487,  +64.9
Tue,13,Dec,2011,  39248176,  -37.8
Fri, 9,Dec,2011,  63142994,  +78.3
Tue, 6,Dec,2011,  35419282,  -45.6
Fri, 2,Dec,2011,  65120349,  +82.6
Tue,29,Nov,2011,  35655702,  -49.6
Fri,25,Nov,2011,  70700124,  +89.6
Tue,22,Nov,2011,  37287646,  -38.0
Fri,18,Nov,2011,  60145413,  +66.6
Tue,15,Nov,2011,  36112371,  -50.1
Fri,11,Nov,2011,  72350396,  +65.2
Tue, 8,Nov,2011,  43783770,  -35.3
Fri, 4,Nov,2011,  67666634,  +87.3
Tue, 1,Nov,2011,  36126559,  -45.2
Fri,28,Oct,2011,  65880280,  +76.3
Tue,25,Oct,2011,  37363566,  -45.9
Fri,21,Oct,2011,  69066495,  +61.8
Tue,18,Oct,2011,  42686189,  -37.7
Fri,14,Oct,2011,  68505463,  +64.4
Tue,11,Oct,2011,  41671356,  -56.2
Fri, 7,Oct,2011,  95147500,  +30.4
Tue, 4,Oct,2011,  72941130,   +3.8
Fri,30,Sep,2011,  70248936,  +60.4
Tue,27,Sep,2011,  43809558,  -35.5
Fri,23,Sep,2011,  67917835,  +70.0
Tue,20,Sep,2011,  39956719,  -42.3
Fri,16,Sep,2011,  69305728,  -14.2
Tue,13,Sep,2011,  80773109,  -24.5
Fri, 9,Sep,2011, 107041058,  +65.6
Tue, 6,Sep,2011,  64642454,  -31.3
Fri, 2,Sep,2011,  94074369,  +79.4
Tue,30,Aug,2011,  52447622,  -33.4
Fri,26,Aug,2011,  78778936,  +72.4
Tue,23,Aug,2011,  45687342,  -34.4
Fri,19,Aug,2011,  69688239,  +74.5
Tue,16,Aug,2011,  39926692,  -40.6
Fri,12,Aug,2011,  67204577,  +67.2
Tue, 9,Aug,2011,  40205633,  -37.8
Fri, 5,Aug,2011,  64648806,  +73.4
Tue, 2,Aug,2011,  37289526,  -44.7
Fri,29,Jul,2011,  67443679,  +71.9
Tue,26,Jul,2011,  39225680,  -41.7
Fri,22,Jul,2011,  67300688,  +50.5
Tue,19,Jul,2011,  44704958,  -39.0
Fri,15,Jul,2011,  73260713,  -42.4
Tue,12,Jul,2011, 127201579,  -26.5
Fri, 8,Jul,2011, 172992375,  +55.1
Tue, 5,Jul,2011, 111542997,  -12.3
Fri, 1,Jul,2011, 127210511,  +68.4
Tue,28,Jun,2011,  75541846,  -22.6
Fri,24,Jun,2011,  97632854,  +65.5
Tue,21,Jun,2011,  59008255,  -31.5
Fri,17,Jun,2011,  86104409,  +88.2
Tue,14,Jun,2011,  45763029,  -41.0
Fri,10,Jun,2011,  77519048,  +64.8
Tue, 7,Jun,2011,  47029907,  -32.4
Fri, 3,Jun,2011,  69566619,  +93.5
Tue,31,May,2011,  35943290,  -46.4
Fri,27,May,2011,  67010626, +100.2
Tue,24,May,2011,  33469539,  -51.4
Fri,20,May,2011,  68934069,  +90.1
Tue,17,May,2011,  36267822,  -68.4
Fri,13,May,2011, 114951117,  +62.2
Tue,10,May,2011,  70859340,   -6.1
Fri, 6,May,2011,  75470600,   +4.8
Fri,29,Apr,2011,  72018914,   -7.4
Fri,22,Apr,2011,  77740097,   -1.9
Fri,15,Apr,2011,  79276262,   +3.3
Fri, 8,Apr,2011,  76767581,   -6.5
Fri, 1,Apr,2011,  82125931,  -51.5
Fri,25,Mar,2011, 169202113,  +25.2
Fri,18,Mar,2011, 135178080,  +19.8
Fri,11,Mar,2011, 112872380,  +17.7
Fri, 4,Mar,2011,  95930416,  +15.8
Fri,25,Feb,2011,  82841994,  +15.6
Fri,18,Feb,2011,  71679157,   +2.2
Fri,11,Feb,2011,  70120861,   -4.4
Fri, 4,Feb,2011,  73382482,   +1.9
Fri,28,Jan,2011,  72021205,   -3.4
Fri,21,Jan,2011,  74563891,   +6.3
Fri,14,Jan,2011,  70153677,   +3.1
Fri, 7,Jan,2011,  68019657,  -17.4
Fri,31,Dec,2010,  82366340,  -19.2
Fri,24,Dec,2010, 101886777,  +27.7
Fri,17,Dec,2010,  79758287,  +10.9
Fri,10,Dec,2010,  71923217,   +3.5
Fri, 3,Dec,2010,  69475826,  -13.5
Fri,26,Nov,2010,  80282415,   +6.5
Fri,19,Nov,2010,  75349588,  -12.1
Fri,12,Nov,2010,  85729063,  +11.9
Fri, 5,Nov,2010,  76585131,   +4.9
Fri,29,Oct,2010,  73038027,   -9.1
Fri,22,Oct,2010,  80362022,   +4.4
Fri,15,Oct,2010,  76992639,  -52.6
Fri, 8,Oct,2010, 162324080,   +9.8
Fri, 1,Oct,2010, 147898430, +102.8
Fri,24,Sep,2010,  72937136,  +15.7
Fri,17,Sep,2010,  63050317,   -2.5
Fri,10,Sep,2010,  64637116,   +0.3
Fri, 3,Sep,2010,  64462009,   +3.4
Fri,27,Aug,2010,  62312933,   +2.4
Fri,20,Aug,2010,  60824169,  -16.9
Fri,13,Aug,2010,  73195166,  +13.8
Fri, 6,Aug,2010,  64335077,   -5.7
Fri,30,Jul,2010,  68202207,   +4.6
Fri,23,Jul,2010,  65201305,  -13.1
Fri,16,Jul,2010,  75012704,   +9.3
Fri, 9,Jul,2010,  68603665,   +8.1
Fri, 2,Jul,2010,  63488055,   -5.2
Fri,25,Jun,2010,  66974923,   +2.2
Fri,18,Jun,2010,  65520322,   -1.5
Fri,11,Jun,2010,  66488004,   +0.3
Fri, 4,Jun,2010,  66310389,   -5.2
Fri,28,May,2010,  69953522,   -3.8
Fri,21,May,2010,  72739970,  -35.0
Fri,14,May,2010, 111937739,  +12.1
Fri, 7,May,2010,  99832365,  +10.3
Fri,30,Apr,2010,  90486352,  +12.2
Fri,23,Apr,2010,  80644364,   +5.8
Fri,16,Apr,2010,  76255301,   +6.0
Fri, 9,Apr,2010,  71916884,   -1.5
Fri, 2,Apr,2010,  73041474,  -14.3
Fri,26,Mar,2010,  85247902,   +6.4
Fri,19,Mar,2010,  80139043,   +0.9
Fri,12,Mar,2010,  79425377,  -12.6
Fri, 5,Mar,2010,  90864394,   +7.4
Fri,26,Feb,2010,  84631302,   +6.2
Fri,19,Feb,2010,  79690863,  -50.2
Fri,12,Feb,2010, 159976405,   +9.7
Fri, 5,Feb,2010, 145848414,  +88.6
Fri,29,Jan,2010,  77328718,   +5.5
Fri,22,Jan,2010,  73264607,  -19.1
Fri,15,Jan,2010,  90588423,  +10.8
Fri, 8,Jan,2010,  81778269,   +9.5
Fri, 1,Jan,2010,  74689905,   +8.0
Fri,25,Dec,2009,  69177318,  -20.4
Fri,18,Dec,2009,  86945707,   +4.4
Fri,11,Dec,2009,  83264863,   +4.6
Fri, 4,Dec,2009,  79565978,   +2.6
Fri,27,Nov,2009,  77584179,   -0.7
Fri,20,Nov,2009,  78143457,  -15.7
Fri,13,Nov,2009,  92746750,  -26.6
Fri, 6,Nov,2009, 126383602,  +19.7
Fri,30,Oct,2009, 105598642,  +11.8
Fri,23,Oct,2009,  94495015,   +8.9
Fri,16,Oct,2009,  86781753,   +6.1
Fri, 9,Oct,2009,  81791546,   +5.6
Fri, 2,Oct,2009,  77432065,   -1.5
Fri,25,Sep,2009,  78639443,  -46.5
Fri,18,Sep,2009, 147108027,  +83.3
Fri,11,Sep,2009,  80264807,   +8.7
Fri, 4,Sep,2009,  73870512,   +3.9
Fri,28,Aug,2009,  71072875,  -26.6
Fri,21,Aug,2009,  96870444,  +16.8
Fri,14,Aug,2009,  82924265,  +11.7
Fri, 7,Aug,2009,  74206235,   +6.7
Fri,31,Jul,2009,  69524038,   +3.6
Fri,24,Jul,2009,  67129837,  -19.0
Fri,17,Jul,2009,  82896661,   +8.6
Fri,10,Jul,2009,  76355138,   +9.2
Fri, 3,Jul,2009,  69923973,   +5.2
Fri,26,Jun,2009,  66465735,   -2.2
Fri,19,Jun,2009,  67929388,  -19.9
Fri,12,Jun,2009,  84789995,   +7.0
Fri, 5,Jun,2009,  79258675,   +7.7
Fri,29,May,2009,  73568840,   +4.4
Fri,22,May,2009,  70450771,   -6.0
Fri,15,May,2009,  74953234,  -51.4
Fri, 8,May,2009, 154173071,  +26.8
Fri, 1,May,2009, 121557827,  +16.2
Fri,24,Apr,2009, 104584901,  +16.7
Fri,17,Apr,2009,  89636612,  +13.8
Fri,10,Apr,2009,  78790337,   +3.6
Fri, 3,Apr,2009,  76040987,   +1.9
Fri,27,Mar,2009,  74607722,   -7.7
Fri,20,Mar,2009,  80859729,  -12.9
Fri,13,Mar,2009,  92865455,  -44.5
Fri, 6,Mar,2009, 167334754, +102.2
Fri,27,Feb,2009,  82752850,  +13.1
Fri,20,Feb,2009,  73169531,   -8.9
Fri,13,Feb,2009,  80336629,  +19.1
Fri, 6,Feb,2009,  67464625,  -10.3
Fri,30,Jan,2009,  75249301,   +2.9
Fri,23,Jan,2009,  73111975,   +1.2
Fri,16,Jan,2009,  72244724,  -22.7
Fri, 9,Jan,2009,  93465015,  +14.2
Fri, 2,Jan,2009,  81841421,  +15.8
Fri,26,Dec,2008,  70651163,   -2.0
Fri,19,Dec,2008,  72118199,   +4.3
Fri,12,Dec,2008,  69158900,   +4.2
Fri, 5,Dec,2008,  66401781,   -1.6
Fri,28,Nov,2008,  67472395,   +3.9
Fri,21,Nov,2008,  64917007,   -3.4
Fri,14,Nov,2008,  67181196,   +3.7
Fri, 7,Nov,2008,  64770454,  -10.5
Fri,31,Oct,2008,  72334937,   +9.9
Fri,24,Oct,2008,  65839599,   +5.7
Fri,17,Oct,2008,  62290439,  -10.1
Fri,10,Oct,2008,  69302880,   +2.7
Fri, 3,Oct,2008,  67499414,  -59.3
Fri,26,Sep,2008, 166016039, +153.5
Fri,19,Sep,2008,  65493184,   -2.0
Fri,12,Sep,2008,  66814645,  -53.0
Fri, 5,Sep,2008, 142125988,  +37.8
Fri,29,Aug,2008, 103122346,  +24.3
Fri,22,Aug,2008,  82980853,  +22.4
Fri,15,Aug,2008,  67811396,   +3.9
Fri, 8,Aug,2008,  65266864,  +10.4
Fri, 1,Aug,2008,  59134637,   +5.7
Fri,25,Jul,2008,  55942903,   -2.8
Fri,18,Jul,2008,  57575524,   -0.7
Fri,11,Jul,2008,  57983385,   -0.2
Fri, 4,Jul,2008,  58096350,  -21.5
Fri,27,Jun,2008,  73979532,  +11.8
Fri,20,Jun,2008,  66194279,  -10.3
Fri,13,Jun,2008,  73754439,  +25.5
Fri, 6,Jun,2008,  58762097,   +1.8
Fri,30,May,2008,  57750445,   -2.4
Fri,23,May,2008,  59191615,  -20.8
Fri,16,May,2008,  74735405,  +13.0
Fri, 9,May,2008,  66127739,  +10.1
Fri, 2,May,2008,  60041450,   +1.8
Fri,25,Apr,2008,  58990299,  -25.7
Fri,18,Apr,2008,  79414038,  +10.2
Fri,11,Apr,2008,  72032685,  +12.1
Fri, 4,Apr,2008,  64235057,   +7.4
Fri,28,Mar,2008,  59823293,   +6.9
Fri,21,Mar,2008,  55977462,  -13.0
Fri,14,Mar,2008,  64337924,   +7.4
Fri, 7,Mar,2008,  59889113,   -4.4
Fri,29,Feb,2008,  62636858,   -4.6
Fri,22,Feb,2008,  65649918,   +2.6
Fri,15,Feb,2008,  64014811,  -62.9
Fri, 8,Feb,2008, 172700278, +173.8
Fri, 1,Feb,2008,  63082353,  -29.0
Fri,25,Jan,2008,  88906659,  +13.8
Fri,18,Jan,2008,  78141312,  +19.4
Fri,11,Jan,2008,  65420914,  +17.2
Fri, 4,Jan,2008,  55827020,   +3.9
Fri,28,Dec,2007,  53713949,   -7.0
Fri,21,Dec,2007,  57766391,   +9.2
Fri,14,Dec,2007,  52919839,   -6.3
Fri, 7,Dec,2007,  56462369,   +7.1
Fri,30,Nov,2007,  52722448,   -5.7
Fri,23,Nov,2007,  55885211,   +5.8
Fri,16,Nov,2007,  52816102,   +1.1
Fri, 9,Nov,2007,  52256377,  -11.3
Fri, 2,Nov,2007,  58928656,   +6.3
Fri,26,Oct,2007,  55447592,   +5.6
Fri,19,Oct,2007,  52489597,   -2.1
Fri,12,Oct,2007,  53623278,   -3.3
Fri, 5,Oct,2007,  55428551,  -61.8
Fri,28,Sep,2007, 144928397, +170.4
Fri,21,Sep,2007,  53588549,   +8.6
Fri,14,Sep,2007,  49350385,   -0.5
Fri, 7,Sep,2007,  49600879,   -7.8
Fri,31,Aug,2007,  53822557,   +8.2
Fri,24,Aug,2007,  49740204,   +6.1
Fri,17,Aug,2007,  46885121,  -17.1
Fri,10,Aug,2007,  56562376,   +7.2
Fri, 3,Aug,2007,  52772432,   +6.5
Fri,27,Jul,2007,  49550249,   +2.9
Fri,20,Jul,2007,  48154728,  -33.6
Fri,13,Jul,2007,  72502144,  +30.4
Fri, 6,Jul,2007,  55596895,  +11.3
Fri,29,Jun,2007,  49962305,   +5.9
Fri,22,Jun,2007,  47186600,   -7.0
Fri,15,Jun,2007,  50732846,   +6.0
Fri, 8,Jun,2007,  47851453,   -2.2
Fri, 1,Jun,2007,  48913016,   +0.7
Fri,25,May,2007,  48594133,   -0.1
Fri,18,May,2007,  48622436,  -17.4
Fri,11,May,2007,  58851858,   +7.8
Fri, 4,May,2007,  54601741,   +7.5
Fri,27,Apr,2007,  50791361,   +4.5
Fri,20,Apr,2007,  48586255,  -18.9
Fri,13,Apr,2007,  59937423,  +17.5
Fri, 6,Apr,2007,  51009027,   +0.1
Fri,30,Mar,2007,  50973270,   -9.9
Fri,23,Mar,2007,  56604325,   +3.6
Fri,16,Mar,2007,  54638825,   +1.7
Fri, 9,Mar,2007,  53701365,  -10.0
Fri, 2,Mar,2007,  59649713,   +7.2
Fri,23,Feb,2007,  55648368,   +1.8
Fri,16,Feb,2007,  54657633,  -50.0
Fri, 9,Feb,2007, 109336272,  +98.1
Fri, 2,Feb,2007,  55184951,   +8.6
Fri,26,Jan,2007,  50795595,   -2.4
Fri,19,Jan,2007,  52051048,   -4.5
Fri,12,Jan,2007,  54482609,  -21.9
Fri, 5,Jan,2007,  69722796,   +4.3
Fri,29,Dec,2006,  66861206,   +4.1
Fri,22,Dec,2006,  64207257,   +8.5
Fri,15,Dec,2006,  59176639,   +6.8
Fri, 8,Dec,2006,  55432893,   -5.6
Fri, 1,Dec,2006,  58726259,   -5.6
Fri,24,Nov,2006,  62228374,  -65.6
Fri,17,Nov,2006, 180759298,  +33.5
Fri,10,Nov,2006, 135353600,  +21.2
Fri, 3,Nov,2006, 111699553,  +11.2
Fri,27,Oct,2006, 100475315,  +16.4
Fri,20,Oct,2006,  86309254,   +3.6
Fri,13,Oct,2006,  83280198,  +34.3
Fri, 6,Oct,2006,  62012284,  +12.4
Fri,29,Sep,2006,  55180627,   +9.0
Fri,22,Sep,2006,  50631668,   +6.6
Fri,15,Sep,2006,  47494819,   +5.5
Fri, 8,Sep,2006,  45030387,   +4.3
Fri, 1,Sep,2006,  43176207,  -17.6
Fri,25,Aug,2006,  52416874,   +9.1
Fri,18,Aug,2006,  48040461,   +8.2
Fri,11,Aug,2006,  44396666,   +3.1
Fri, 4,Aug,2006,  43057989,   +1.9
Fri,28,Jul,2006,  42240760,   -3.9
Fri,21,Jul,2006,  43951752,   +1.8
Fri,14,Jul,2006,  43180242,  -29.2
Fri, 7,Jul,2006,  61018343,   +7.9
Fri,30,Jun,2006,  56533945,  +10.2
Fri,23,Jun,2006,  51282799,   +9.8
Fri,16,Jun,2006,  46685054,   +3.6
Fri, 9,Jun,2006,  45050089,   +2.1
Fri, 2,Jun,2006,  44109654,   +0.0
Fri,26,May,2006,  44108760,   -3.3
Fri,19,May,2006,  45598333,   -4.3
Fri,12,May,2006,  47648155,   +4.0
Fri, 5,May,2006,  45814799,   -7.3
Fri,28,Apr,2006,  49442418,   +4.7
Fri,21,Apr,2006,  47232553,   -4.5
Fri,14,Apr,2006,  49438160,   -4.7
Fri, 7,Apr,2006,  51870873,  -23.5
Fri,31,Mar,2006,  67775741,   +4.8
Fri,24,Mar,2006,  64684829,   +4.2
Fri,17,Mar,2006,  62080678,   +6.8
Fri,10,Mar,2006,  58112861,   +5.1
Fri, 3,Mar,2006,  55315231,   +0.8
Fri,24,Feb,2006,  54857543,  -10.8
Fri,17,Feb,2006,  61520982,   -5.3
Fri,10,Feb,2006,  64993265,  -66.1
Fri, 3,Feb,2006, 191594630,  +20.2
Fri,27,Jan,2006, 159342308,  +27.4
Fri,20,Jan,2006, 125099791,  +11.3
Fri,13,Jan,2006, 112412782,  +46.8
Fri, 6,Jan,2006,  76551560,   +9.9
Fri,30,Dec,2005,  69643422,  +12.9
Fri,23,Dec,2005,  61664012,  +20.9
Fri,16,Dec,2005,  50997996,  +10.3
Fri, 9,Dec,2005,  46243501,   +7.2
Fri, 2,Dec,2005,  43141152,   +5.5
Fri,25,Nov,2005,  40896308,   +0.6
Fri,18,Nov,2005,  40649798,  -11.7
Fri,11,Nov,2005,  46056089,   +6.2
Fri, 4,Nov,2005,  43375813,   +6.7
Fri,28,Oct,2005,  40636038,   +4.0
Fri,21,Oct,2005,  39066281,   -3.5
Fri,14,Oct,2005,  40467203,   -3.1
Fri, 7,Oct,2005,  41756568,   -4.3
Fri,30,Sep,2005,  43618825,   +3.2
Fri,23,Sep,2005,  42270819,  -27.3
Fri,16,Sep,2005,  58123470,   +6.0
Fri, 9,Sep,2005,  54834554,   +5.6
Fri, 2,Sep,2005,  51922107,   +7.8
Fri,26,Aug,2005,  48168453,   +8.0
Fri,19,Aug,2005,  44618365,   -0.7
Fri,12,Aug,2005,  44936677,   +0.2
Fri, 5,Aug,2005,  44839860,  -60.1
Fri,29,Jul,2005, 112314111,  +21.5
Fri,22,Jul,2005,  92453367,  +19.3
Fri,15,Jul,2005,  77509362,  +20.5
Fri, 8,Jul,2005,  64331849,  +23.3
Fri, 1,Jul,2005,  52187240,  +23.5
Fri,24,Jun,2005,  42253600,   +7.1
Fri,17,Jun,2005,  39456226,   +9.9
Fri,10,Jun,2005,  35892741,   +6.0
Fri, 3,Jun,2005,  33869883,   +3.8
Fri,27,May,2005,  32632785,  -24.1
Fri,20,May,2005,  43019939,   +3.5
Fri,13,May,2005,  41581258,  +23.7
Fri, 6,May,2005,  33611020,   +5.7
Fri,29,Apr,2005,  31787191,  -11.2
Fri,22,Apr,2005,  35777919,   +2.5
Fri,15,Apr,2005,  34910176,  -45.4
Fri, 8,Apr,2005,  63933616,  +19.5
Fri, 1,Apr,2005,  53520931,  +25.2
Fri,25,Mar,2005,  42754753,  +11.7
Fri,18,Mar,2005,  38273483,   +9.3
Fri,11,Mar,2005,  35004785,  +14.2
Fri, 4,Mar,2005,  30650911,   +9.4
Fri,25,Feb,2005,  28014978,   -2.7
Fri,18,Feb,2005,  28806308,  -22.2
Fri,11,Feb,2005,  37038170,  +14.4
Fri, 4,Feb,2005,  32368373,   +7.7
Fri,28,Jan,2005,  30060968,   +4.3
Fri,21,Jan,2005,  28822345,  -14.6
Fri,14,Jan,2005,  33745555,  +10.9
Fri, 7,Jan,2005,  30423794,   -7.0
Fri,31,Dec,2004,  32725717,   +2.3
Fri,24,Dec,2004,  31995550,   -3.6
Fri,17,Dec,2004,  33178716,   +7.7
Fri,10,Dec,2004,  30794933,   +2.3
Fri, 3,Dec,2004,  30104835,  -35.6
Fri,26,Nov,2004,  46741438,  +30.3
Fri,19,Nov,2004,  35874944,  +23.3
Fri,12,Nov,2004,  29088553,   +7.6
Fri, 5,Nov,2004,  27042196,   +2.7
Fri,29,Oct,2004,  26322082,  -12.8
Fri,22,Oct,2004,  30189787,  +12.9
Fri,15,Oct,2004,  26744888,   +6.3
Fri, 8,Oct,2004,  25169675,   +9.6
Fri, 1,Oct,2004,  22961938,  +18.9
Fri,24,Sep,2004,  19316928,   +5.3
Fri,17,Sep,2004,  18351661,   +6.3
Fri,10,Sep,2004,  17269311,   +8.7
Fri, 3,Sep,2004,  15886031,   +8.8
Fri,27,Aug,2004,  14606334,   +2.0
Fri,20,Aug,2004,  14322013,  -13.9
Fri,13,Aug,2004,  16624764,   -9.8
Fri, 6,Aug,2004,  18438992,   +4.8
Fri,30,Jul,2004,  17595725,  +11.6
Fri,23,Jul,2004,  15767476,   -0.7
Fri,16,Jul,2004,  15882316,   +1.0
Fri, 9,Jul,2004,  15719533,   +5.5
Fri, 2,Jul,2004,  14893470,   +2.7
Fri,25,Jun,2004,  14508750,   -4.2
Fri,18,Jun,2004,  15150553,   -1.1
Fri,11,Jun,2004,  15319327,  -12.0
Fri, 4,Jun,2004,  17404754,   +2.9
Fri,28,May,2004,  16918139,   -4.7
Fri,21,May,2004,  17752102,  -31.2
Fri,14,May,2004,  25785636,  +16.5
Fri, 7,May,2004,  22132251,  +15.4
Fri,30,Apr,2004,  19181069,  +14.9
Fri,23,Apr,2004,  16693844,   +0.1
Fri,16,Apr,2004,  16672591,   -4.2
Fri, 9,Apr,2004,  17404679,   -5.7
Fri, 2,Apr,2004,  18466146,   +4.6
Fri,26,Mar,2004,  17653054,   +6.5
Fri,19,Mar,2004,  16571606,   -4.6
Fri,12,Mar,2004,  17361974,  -11.4
Fri, 5,Mar,2004,  19603604,   +6.0
Fri,27,Feb,2004,  18489198,   -2.7
Fri,20,Feb,2004,  19008273,  -47.1
Fri,13,Feb,2004,  35920432,    0.0